category,paperid,date,num_authors,title
ecology,091967,2016/12/09,2,"Direct and context-dependent effects of light, temperature, and phytoplankton shape bacterial community composition"
ecology,091850,2016/12/06,5,Resource-Driven Encounters and the Induction of Disease Among Consumers
ecology,091777,2016/12/06,1,Community-level facilitation by macroalgal foundation species peaks at an intermediate level of environmental stress
ecology,091702,2016/12/06,2,"Colonization and transmission of the gut microbiota of the burying beetle, Nicrophorus vespilloides, through development"
ecology,091686,2016/12/05,3,Geographical restructuring of Arabidopsis thaliana's genetic makeup in the Iberian Peninsula due to climate change based on genetic cluster membership
ecology,090613,2016/11/30,5,Fine-scale variation in microclimate across an urban landscape changes the capacity of Aedes albopictus to vector arbovirus
ecology,061689,2016/11/30,4,Shifts in outcrossing rates and changes to floral traits are associated with the evolution of herbicide resistance in the common morning glory
ecology,434381,2018/10/03,1,How green are residential areas? An analysis of community greening emerging multi-source geo-data
ecology,433607,2018/10/02,10,Revealing the Complexities of Metabarcoding with a Diverse Arthropod Mock Community
ecology,432765,2018/10/02,4,Herbarium records reveal early flowering in response to warming in the southern hemisphere
ecology,432880,2018/10/02,21,The geography of the Anthropocene differs between the land and the sea
ecology,327148,2018/10/01,3,"Modeling effects of crop production, energy development and conservation-grassland loss on avian habitat"
ecology,432260,2018/10/01,4,Host-parasite interaction explains variation in prevalence of avian haemosporidians at the community level
ecology,432278,2018/10/01,3,"Relationship between ecological stoichiometry and community diversity of plant ecosystems in the upper reaches of the Tarim River, China"
ecology,208934,2018/09/30,3,The Population Dynamics of Obligately Cooperative Species Are Inherently Unstable
ecology,431296,2018/09/30,3,The variability spectrum of ecological communities: How common and rare species shape stability patterns
ecology,431189,2018/09/30,1,Urbanization and species-energy relationships
ecology,031195,2017/12/10,4,Evolutionary responses to conditionality in species interactions across environmental gradients
ecology,230581,2017/12/09,6,Iran's roads: mitigating the most serious threat to the critically endangered Asiatic cheetah Acinonyx jubatus venaticus
ecology,229872,2017/12/08,3,Earthquake-induced habitat migration in a riparian spawning fish: implications for conservation management
ecology,230722,2017/12/07,5,"The predictability of a lake phytoplankton community, from hours to years"
ecology,230219,2017/12/07,8,Collective animal navigation and migratory culture: from theoretical models to empirical evidence
ecology,113472,2017/12/07,9,Quantitative monitoring of multispecies fish environmental DNA using high-throughput sequencing
ecology,192955,2017/12/06,3,Overlooked biodiversity loss in Amazonian smallholder agriculture
ecology,228361,2017/12/04,8,Unifying intra- and inter-specific variation in tropical tree mortality
ecology,228387,2017/12/04,6,Plant−soil feedbacks between arbuscular- and ecto-mycorrhizal communities
ecology,227868,2017/12/03,5,Metabolic traits predict the effects of warming on phytoplankton competition
ecology,177741,2017/08/17,5,"Effects of species invasion on population dynamics, vital rates, and life histories of the native species"
ecology,176941,2017/08/17,6,On the Stability Landscape of the Human Gut Microbiome: Implications for Microbiome-based Therapies
ecology,176644,2017/08/17,5,Dynamic marine viral infections and major contribution to photosynthetic processes shown by regional and seasonal picoplankton metatranscriptomes
ecology,126938,2017/08/16,1,Last And Corresponding Authorship Practices In Ecology
ecology,175737,2017/08/16,4,Co-occurring soil bacteria exhibit a robust competitive hierarchy and lack of non-transitive interactions
ecology,174870,2017/08/14,5,"Rare earth elements (REE) in freshwater, marine, and terrestrial ecosystems in the eastern Canadian Arctic"
ecology,156026,2017/08/10,6,A Global Framework for Estimating Acclimation and Thermal Breadth Predicts Risk from Climate Change
ecology,174615,2017/08/10,2,"Genome downsizing, physiological novelty, and the global dominance of flowering plants"
ecology,173922,2017/08/09,2,Demogenetic simulations reveal fragmenting effects of climate change on insular lizard populations
ecology,173963,2017/08/09,6,"Genome-Wide SNPs Reveal the Drivers of Gene Flow In An Urban Population of the Asian Tiger Mosquito, Aedes albopictus"
ecology,132530,2017/12/29,4,Geographical co-occurrence of butterfly species: The importance of niche filtering by host plant species
ecology,240796,2017/12/29,5,The network structure of cancer ecosystems
ecology,240432,2017/12/28,1,POLLINATOR SPECIES RICHNESS TRENDS: NO DECELERATING DECLINES IN DUTCH BEES AND BUMBLEBEES
ecology,239756,2017/12/25,2,Recruitment and abundance of intertidal barnacles and mussels along the Atlantic Canadian coast: pelagic influences and relationships with predator abundance
ecology,184101,2017/12/24,2,"From lake to estuary, the tale of two waters. A study of aquatic continuum biogeochemistry"
ecology,239277,2017/12/24,3,Competitive release from native range does not predict invasive success of a globally dominant exotic ant species
ecology,238600,2017/12/22,5,A simple spatially explicit neutral model explains range size distribution of reef fishes
ecology,238477,2017/12/22,4,Variations in δ13C of different plant organs: implications for post-photosynthetic fractionation
ecology,238329,2017/12/21,2,"Diversification, sympatry, and the emergence of mega-diverse tropical assemblages"
ecology,237743,2017/12/21,9,Quantifying long-term predictability in microbial plankton dynamics
ecology,090316,2016/11/29,3,"Spatial organization, grouping strategies and cyclic dominance in asymmetric predator-prey games"
ecology,090035,2016/11/28,3,The Global Avian Invasions Atlas - A database of alien bird distributions worldwide
ecology,089144,2016/11/23,3,Predator phylogenetic diversity decreases predation rate via antagonistic interactions
ecology,056838,2016/11/23,2,"Marine Ecosystems as Complex Adaptive Systems: Emergent Patterns, Critical Transitions, and Public Goods"
ecology,047480,2016/11/22,4,"Environmental responses, not species interactions, determine synchrony of dominant species in semiarid grasslands"
ecology,088864,2016/11/21,6,Ubiquity and quantitative significance of bacterioplankton lineages inhabiting the oxygenated hypolimnion of deep freshwater lakes
ecology,088583,2016/11/18,8,Floral Radiometry: A Biophysical Basis to Characterize Landscapes.
ecology,088179,2016/11/16,3,Adaptive anonymity: Crypsis as an evolutionary trait of floral yeasts?
ecology,068569,2016/11/16,3,Compensation masks trophic cascades in complex food webs
ecology,088047,2016/11/16,5,Eco-evolutionary theory and insect outbreaks
ecology,367243,2018/07/19,14,The Neutral Metaorganism
ecology,372375,2018/07/19,3,Geographic and climatic drivers of reproductive assurance in Clarkia pulchella
ecology,372565,2018/07/19,4,"The distribution of large floating seagrass (Zostera marina) clumps in northern temperate zones of Bohai Bay in the Bohai Sea, China"
ecology,370478,2018/07/19,9,"Live imaging of Aiptasia larvae, a model system for studying coral bleaching, using a simple microfluidic device"
ecology,372235,2018/07/18,7,Studies of NH4+ and NO3- uptake ability of subalpine plants and resource-use strategy identified by their functional traits.
ecology,371385,2018/07/18,5,Sex makes them sleepy: change in host reproductive status induces diapause in parasitoids
ecology,371823,2018/07/18,7,Survival and development of potato psyllid (Hemiptera: Triozidae) on Convolvulaceae: effects of a plant-fungus symbiosis (Periglandula)
ecology,370866,2018/07/17,5,Demographic determinants of biometric heritability
ecology,370700,2018/07/17,7,Conflict of evolutionary interests between plants and pollinators revealed through functional exploration of flower morphospace
ecology,370841,2018/07/17,6,Chronic infections can shape epidemic exposure: Pathogen co-occurrence networks in the Serengeti lions
ecology,476093,2018/11/26,2,Unexpected evolution following connectedness loss
ecology,479469,2018/11/26,2,Migration of di-(2-ethylhexyl) phthalate from the plastic film into the air and vegetables in the greenhouses
ecology,477406,2018/11/23,3,MacArthur's 1955 Stability Function is Related to Formal Dynamic Measures of Food Web Stability
ecology,475046,2018/11/22,3,Whole plant community transplants across climates reveal total community stability due to large shifts in species assemblage
ecology,474874,2018/11/22,9,Crown defoliation decreases reproduction and wood growth in a marginal European beech population.
ecology,474643,2018/11/20,3,"Application of UV-cured resin as embedding/mounting media for practical, time-saving otolith specimen preparation"
ecology,475392,2018/11/20,4,Population genomics and demographic sampling of the ant-plant Vachellia drepanolobium and its symbiotic ants from sites across its range in East Africa.
ecology,363507,2018/11/20,3,Is the predation risk of mate-searching different between the sexes?
ecology,302356,2018/11/20,6,bmotif: a package for motif analyses of bipartite networks
ecology,470591,2018/11/19,3,Nonlinear Effects of Intraspecific Competition Alter Landscape-Wide Upscaling of Ecosystem Function
ecology,152249,2017/06/20,6,Honey Bee (Apis mellifera) Exposomes and Biological Pathways Associated with Nosema ceranae Infection
ecology,151605,2017/06/18,2,Computational Complex Predator-Prey Dynamics
ecology,012716,2017/06/16,3,The utility of visual estimation of cover for rapid assessment of graminoid abundance in forest and grassland habitats in studies of animal foraging
ecology,150359,2017/06/15,2,Animal-aided design - using a species life-cycle to improve open space planning and conservation in cities and elsewhere
ecology,148312,2017/06/13,2,Phytoplankton functional types: A trait perspective
ecology,149393,2017/06/13,14,Faster carbon accumulation in global forest soils
ecology,148973,2017/06/12,4,Spatial resource heterogeneity increases diversity and evolutionary potential
ecology,148304,2017/06/09,4,Phytoplankton traits from long-term oceanographic time-series
ecology,147942,2017/06/08,5,More than Drylands but Less of Dry Forests
ecology,056804,2017/06/08,7,Spatial capture-recapture with partial identity: an application to camera traps
ecology,195131,2017/09/27,1,The architecture and design of ecological null models
ecology,194340,2017/09/27,8,Goodness of fit checks for binomial N-mixture models
ecology,194688,2017/09/27,2,Bdellovibrio and like organisms bacterial predators are not equally distributed in peri-alpine lakes
ecology,194043,2017/09/26,7,Effects of confinement on body mass and site fidelity of feral pigeons during the setting-up of pigeon houses.
ecology,193714,2017/09/26,2,"Fitness effects and transmission of phoretic nematodes of the burying beetle, Nicrophorus vespilloides"
ecology,192732,2017/09/25,17,Expedited Assessment of Terrestrial Arthropod Diversity by Coupling Malaise Traps with DNA Barcoding
ecology,104513,2017/09/24,6,Temperature-driven selection on metabolic traits increases the strength of an algal-grazer interaction in naturally warmed streams
ecology,192807,2017/09/22,4,Eco-evolutionary dynamics and collective dispersal: implications for salmon metapopulation robustness
ecology,192260,2017/09/21,5,A mechanistic perspective of ecological networks highlights the contribution of alternative interaction strategies
ecology,192351,2017/09/21,15,"The Parasite Extinction Assessment &amp; Red List: an open-source, online biodiversity database for neglected symbionts"
ecology,411769,2018/09/07,3,"White Spot Syndrome Virus and the Caribbean Spiny Lobster, Panulirus argus: Susceptibility and Behavioral Immunity"
ecology,411686,2018/09/07,4,Risky home with easy food: Denning of a generalistic and widely distributed carnivore red fox
ecology,411678,2018/09/07,4,"Every cloud has a silver lining: Moderate plant water stress positively impacts development, immunity, and gut microbiota of a specialist herbivore"
ecology,411249,2018/09/07,4,The diversity of interaction types drives the functioning of ecological communities
ecology,410399,2018/09/07,3,Distribution of native European spiders follows the prey attraction pattern of introduced carnivorous pitcher plants
ecology,409680,2018/09/07,2,Preferential sampling for presence/absence data and for fusion of presence/absence data with presence-only data
ecology,409292,2018/09/06,1,Replicated point processes with application to population dynamics models
ecology,409821,2018/09/06,4,Monitoring the eradication of the highly invasive topmouth gudgeon (Pseudorasbora parva) using a novel eDNA assay
ecology,406710,2018/09/06,1,Ecological niche modelling of the wattled crane (Bugeranus carunculatus) suggest range expansion and contraction during the Pleistocene
ecology,410555,2018/09/06,10,Temporal dynamics of bacterial and fungal communities during the infection of Brassica rapa roots by the protist Plasmodiophora brassicae
ecology,508465,2018/12/31,3,31° South: Dietary niche of an arid-zone endemic passerine
ecology,487447,2018/12/30,4,Systematic review of 50 years of coral disease research visualized through the scope of network theory
ecology,080671,2018/12/29,10,"Kinetics and identities of extracellular peptidases in subsurface sediments of the White Oak River Estuary, NC"
ecology,508002,2018/12/28,3,The dimensionality of biological diversity revisited.
ecology,507319,2018/12/28,17,Flowers respond to pollinator sound within minutes by increasing nectar sugar concentration.
ecology,491522,2018/12/28,1,Evidence that population increase and range expansion by Eurasian Sparrowhawks has impacted avian prey populations
ecology,431692,2018/12/28,4,Using camouflage for conservation: colour change in juvenile European lobster
ecology,195065,2018/12/28,3,Enriched pathogen diversity under host-type heterogeneity and immune-mediated competition
ecology,506865,2018/12/27,4,How differing modes of transgenerational inheritance affect population viability in fluctuating environments
ecology,506709,2018/12/27,1,Assessing the bioenergy potential of grassland biomass from conservation areas in England
ecology,105619,2017/02/03,20,"Assessment of the World Largest Afforestation Program: Success, Failure, and Future Directions"
ecology,105395,2017/02/02,7,"Dynamic species classification of microorganisms across time, abiotic and biotic environments - a sliding window approach"
ecology,105320,2017/02/02,3,Unifying concepts of biological function from molecules to ecosystems.
ecology,103341,2017/02/01,3,Unifying Population and Landscape Ecology with Spatial Capture-recapture
ecology,104612,2017/01/31,4,Phylogenetic analyses reveal an increase in the speciation rate of raphid pennate diatoms in the Cretaceous
ecology,104133,2017/01/30,8,Fighting over food unites the birds of North America in a continental dominance hierarchy
ecology,103705,2017/01/27,3,Radiative energy budgets of phototrophic surface-associated microbial communities and their photosynthetic efficiency under diffuse and collimated light
ecology,103507,2017/01/26,4,Trait correlates of climatic niche tracking in British birds
ecology,103184,2017/01/25,2,Drivers of diversification in individual life courses
ecology,102814,2017/01/24,2,Ecological and demographic drivers of jellyfish blooms
ecology,189696,2018/04/03,5,The drivers and consequences of unstable Plasmodium dynamics: A long-term study of three malaria parasite species infecting a tropical lizard
ecology,293092,2018/04/02,2,A continental system for forecasting bird migration
ecology,293142,2018/04/02,6,Consumption of carotenoids not increased by bacterial infection in brown trout embryos (Salmo trutta)
ecology,293464,2018/04/02,6,Using citizen science data in integrated population models to inform conservation decision-making
ecology,292565,2018/03/31,7,Influence of elevated CO2 on development and food utilization of target armyworm Mythimna separata fed on transgenic Bt maize infected by nitrogen-fixing bacteria
ecology,292490,2018/03/30,3,Beta diversity patterns derived from island biogeography theory
ecology,291856,2018/03/30,5,"Simultaneous detection of invasive signal crayfish, endangered white-clawed crayfish and the crayfish plague pathogen using environmental DNA"
ecology,290163,2018/03/29,3,"Climate-fire-vegetation interactions and the rise of novel landscape patterns in subalpine ecosystems, Colorado"
ecology,289058,2018/03/29,9,A new threat identified in the use of SDHIs pesticides targeting the mitochondrial succinate dehydrogenase enzyme
ecology,290882,2018/03/28,5,Does deterministic coexistence theory matter in a finite world? Insights from serpentine annual plants
ecology,309377,2018/05/02,12,Supporting global biodiversity assessment through high-resolution macroecological modelling: Methodological underpinnings of the BILBI framework
ecology,313379,2018/05/02,3,Four decades of plant community change along a continental gradient of warming
ecology,312363,2018/05/02,5,Pollen metabarcoding as a tool for tracking long-distance insect migrations.
ecology,312173,2018/05/02,8,"Large-scale experimental removal of non-native slider turtles has unexpected consequences on basking behavior for both conspecifics and a native, threatened turtle"
ecology,247064,2018/05/02,2,"Planned missing data design: stronger inferences, increased research efficiency and improved animal welfare in ecology and evolution"
ecology,312108,2018/05/01,7,Redox fluctuations control the coupled cycling of iron and carbon in tropical forest soils
ecology,311787,2018/05/01,10,Worldwide impacts of past and projected future land-use change on local species richness and the Biodiversity Intactness Index
ecology,311688,2018/04/30,7,"Changes in the Biodiversity Intactness Index in tropical and subtropical forest biomes, 2001-2012."
ecology,309468,2018/04/30,2,Morphological variation and strain identification of insects using wings and I3S.
ecology,304634,2018/04/29,17,Seed predation increases from the Arctic to the Equator and from high to low elevations
ecology,420869,2018/09/20,1,Perspectives from animal demography on incorporating evolutionary mechanism into plant population dynamics
ecology,410829,2018/09/19,20,Temperate grass allergy season defined by spatio-temporal shifts in airborne pollen communities
ecology,419762,2018/09/19,3,High dispersal levels and lake warming are emergent drivers of cyanobacterial community assembly over the Anthropocene in peri-Alpine lakes
ecology,421511,2018/09/19,4,Distinct spread of DNA and RNA viruses among mammals amid prominent role of domestic species
ecology,422147,2018/09/19,7,Network of small no-take marine reserves reveal greater abundance and body size of fisheries target species
ecology,307322,2018/09/19,6,When higher carrying capacities lead to faster propagation
ecology,420901,2018/09/18,7,Interspecific plant competition mediates impact of climate change on the ecophysiology of a plant-herbivore interaction.
ecology,406546,2018/09/18,6,Competition for hosts modulates vast antigenic diversity to generate persistent strain structure in Plasmodium falciparum
ecology,419804,2018/09/18,3,WFD ecological status indicator shows poor correlation with flow parameters in a large Alpine catchment
ecology,419994,2018/09/18,6,Impact of recreational fisheries management on fish biodiversity in gravel pit lakes with contrasts to unmanaged lakes
ecology,077552,2016/09/26,8,A pyrethroid-treated bed net increases host attractiveness for Anopheles gambiae s.s carrying the kdr allele in a dual choice olfactometer
ecology,077537,2016/09/26,1,Scrounging by foragers can resolve the paradox of enrichment
ecology,027839,2016/09/26,7,"Automated discovery of relationships, models and principles in ecology"
ecology,076869,2016/09/23,2,Identifying the Species Threat Hotspots from Global Supply Chains
ecology,076836,2016/09/22,3,Temporal probabilistic modeling of bacterial compositions derived from 16S rRNA sequencing
ecology,076497,2016/09/21,4,Intraspecific variation shapes community-level behavioural responses to urbanisation in spiders: from traits to function
ecology,063933,2016/09/20,7,Competition between IAV subtypes through heterosubtypic immunity modulates re-infection and antibody dynamics in the mallard reservoir
ecology,075812,2016/09/19,2,COMPARISON OF TWO DESCRIPTIONS OF HETEROGENEITY USED IN MODELLING PLANTS DYNAMICS
ecology,075804,2016/09/19,2,ROLE OF TOLERANCE TO RESOURCE DEMAND -- SUPPLY MISMATCH IN A MODEL OF ANNUAL PLANTS
ecology,075945,2016/09/19,5,Investigating the potential of opportunistic sighting data to inform wildlife conservation strategies
ecology,485706,2018/12/04,3,Dispersal syndromes can impact ecosystem functioning in spatially structured freshwater populations
ecology,161919,2018/12/03,3,When rarity has costs: coexistence under positive frequency-dependence and environmental stochasticity
ecology,486241,2018/12/03,4,Wind drives drought responses of green roof vegetation in two substrates
ecology,485128,2018/12/03,2,Implementation of the Perfect Plasticity Approximation with biogeochemical compartments in R
ecology,484634,2018/12/03,1,Population dynamics of Cymodocea nodosa under future ocean scenarios.
ecology,484576,2018/12/03,1,Directionality and community-level selection
ecology,264606,2018/12/01,3,Generalizing clusters of similar species as a signature of coexistence under competition
ecology,482703,2018/11/30,2,A unified definition of niche and fitness differences
ecology,482489,2018/11/30,11,Estimating fish population abundance by integrating quantitative data on environmental DNA and hydrodynamic modelling
ecology,481374,2018/11/29,8,Seasonal diets overwhelm host species in shaping the gut microbiota of Yak and Tibetan sheep
ecology,298281,2018/07/24,2,Addressing Confounding Factors in Algal Phosphorus Limitation Experiments
ecology,375428,2018/07/24,4,High Genetic Potential for Proteolytic Decomposition in Northern Peatland Ecosystems
ecology,176628,2018/07/23,2,The limitations of correlation-based inference in complex virus-microbe communities
ecology,374298,2018/07/23,15,Different processes shape prokaryotic and picoeukaryotic assemblages in the sunlit ocean microbiome
ecology,374116,2018/07/22,3,Domestic gardens as favorable pollinator habitats in impervious landscapes
ecology,373332,2018/07/20,4,The taxonomic and functional biogeographies of phytoplankton and zooplankton communities across boreal lakes
ecology,373126,2018/07/20,10,Surveying insect flower visitors to crops in New Zealand and Australia
ecology,373001,2018/07/20,3,Dispersers are more likely to follow mucus trails in the land snail Cornu aspersum
ecology,372839,2018/07/19,3,Non-host and poor-host resistance against aphids may reside in different plant cell layers depending on the plant species-aphid species interaction
ecology,372870,2018/07/19,4,Maternal effects influence temperature-dependent offspring survival in Drosophila melanogaster
ecology,366559,2018/07/10,2,Structured environments fundamentally alter dynamics and stability of ecological communities
ecology,366237,2018/07/10,4,Osmia bicornis is rarely an adequate regulatory surrogate species. Comparing its acute sensitivity towards multiple insecticides with regulatory Apis mellifera endpoints.
ecology,346809,2018/07/09,24,Machine learning to classify animal species in camera trap images: applications in ecology
ecology,150128,2018/07/09,4,"Data-based, synthesis-driven: setting the agenda for computational ecology"
ecology,365213,2018/07/09,10,Effect of NaCl-Stressed Bt Cotton on the Feeding Behaviors and Nutritional Parameters of Helicoverpa armigera
ecology,364182,2018/07/08,3,Predation risk and resource abundance mediate foraging behaviour and intraspecific resource partitioning among consumers in dominance hierarchies
ecology,364703,2018/07/07,3,pymfinder: a tool for the motif analysis of binary and quantitative complex networks
ecology,364653,2018/07/07,4,Non-random associations of maternally transmitted symbionts in insects: The roles of drift versus co-transmission and selection
ecology,364620,2018/07/07,4,Cascading regime shifts within and across scales
ecology,363234,2018/07/06,3,Habitat fragmentation and species diversity in competitive species communities
ecology,276857,2018/03/05,4,The symbiotic complex of Dendroctonus simplex: implications in the beetle attack and its life cycle
ecology,274944,2018/03/05,4,"A widespread thermodynamic effect, but maintenance of biological rates through space across life's major domains"
ecology,276550,2018/03/05,2,Metabolic adjustment enhances food web stability
ecology,257295,2018/03/04,5,Predatory Behavior is Primary Predictor of Movement of Wildland-Urban Cougars
ecology,274852,2018/03/03,3,The induction of larval resource preference in heterogeneous habitats
ecology,273573,2018/03/03,1,Nonnegligible role of warming-induced soil drying in regulating warming effect on soil respiration
ecology,107359,2018/03/02,7,Modeling Epidemics in Seed Systems to Guide Management Strategies: The Case of Sweetpotato in Northern Uganda
ecology,274415,2018/03/02,6,Architecture of Marine Food Webs: to be or not be a 'small-world'
ecology,274399,2018/03/02,4,Both functional trait divergence and trait plasticity confer polyploid advantage in changing environments
ecology,273839,2018/02/28,2,The ecology of the Drosophila-yeast mutualism in wineries
ecology,530022,2019/01/25,5,Intra-species diversity ensures the maintenance of functional microbial communities under changing environmental conditions
ecology,530758,2019/01/25,7,Novel Insights into Malaria Vector Surveillance in Madagascar Using a Quadrant Enabled Screen Trap (QUEST) and Bloodmeal Detection Assay for Regional Transmission (BLOODART)
ecology,529560,2019/01/24,12,Asymmetry in marginal population performance foreshadows widespread species range shifts
ecology,529974,2019/01/24,6,Long-term fish assemblages of the Ohio River: altered trophic and life history strategies with hydrologic alterations and landuse modifications
ecology,449777,2019/01/24,2,Direct and transgenerational effects of an experimental heat wave on early life stages in a freshwater snail
ecology,527390,2019/01/23,5,Inferring phenotypic plasticity and local adaptation to climate across tree species ranges using forest inventory data
ecology,528836,2019/01/23,3,Distinguishing the signatures of local environmental filtering and regional trait range limits in the study of trait-environment relationships
ecology,528745,2019/01/23,8,Scale dependent patterns in interaction diversity maintain resiliency in a frequently disturbed ecosystem
ecology,528448,2019/01/23,6,Estimating seed dispersal distance: a comparison of methods using animal movement and plant genetic data on two primate-dispersed Neotropical plant species
ecology,528430,2019/01/23,12,Habitat loss does not always entail negative genetic consequences
ecology,080986,2016/10/14,8,Low plastic ingestion rate in Atlantic Cod (Gadus morhua) from Newfoundland destined for human consumption collected through citizen science methods
ecology,080879,2016/10/14,3,Confronting preferential sampling in wildlife surveys: diagnosis and model-based triage
ecology,080655,2016/10/13,4,Assessing sampling sufficiency of network metrics using bootstrap
ecology,080242,2016/10/12,6,A roadmap for a quantitative ecosystem-based environmental impact assessment
ecology,080457,2016/10/12,3,MaxEnt′s parameter configuration and small samples: Are we paying attention to recommendations?
ecology,079632,2016/10/07,7,Atmospheric deposition exposes pandas to toxic pollutants
ecology,043265,2016/10/06,7,Comparative analysis of dengue and Zika outbreaks reveals differences by setting and virus
ecology,027078,2016/10/04,2,The potential of electricity transmission corridors in forested areas as bumble bee habitat
ecology,065151,2016/10/01,2,Dispersal: a central and independent trait in life history
ecology,078220,2016/09/28,3,Assessing the Relationship Between Vegetation Structure and Harvestmen Assemblage in an Amazonian Upland Forest
ecology,329201,2018/05/25,4,"Toxicity of TiO2, SiO2, ZnO, CuO, Au and Ag engineered nanoparticles on hatching and early nauplii of Artemia sp."
ecology,329623,2018/05/24,3,Mechanisms of trophic niche compression: evidence from landscape disturbance
ecology,327031,2018/05/24,16,Relevance of coral geometry in the outcomes of the coral-algal benthic war
ecology,329979,2018/05/24,16,When is a fish stock collapsed?
ecology,329771,2018/05/24,5,Size-by-environment interactions: a neglected dimension of species' responses to environmental variation
ecology,329821,2018/05/24,3,Co-exposure to multiple Ranavirus types enhances viral infectivity and replication in a larval amphibian system
ecology,328070,2018/05/23,1,Enforced Symmetry: The Necessity of Symmetric Waxing and Waning
ecology,328724,2018/05/22,4,"Pink Shrimp Farfantepenaeus duorarum Spatiotemporal Abundance Trends Along an Urban, Subtropical Shoreline Slated for Restoration"
ecology,328708,2018/05/22,3,Within-species phylogenetic relatedness of a common mycorrhizal fungus affects evenness in plant communities through effects on dominant species
ecology,328245,2018/05/22,12,Revealing biases in the sampling of ecological interaction networks
ecology,049387,2016/04/19,3,Remotely-sensed tornado signatures indicate an ecological threshold for eagle nest destruction
ecology,048876,2016/04/15,3,Emergence of increased frequency and severity of multiple infections by viruses due to spatial clustering of hosts
ecology,048454,2016/04/13,5,"Zika virus, a new threat for Europe?"
ecology,048397,2016/04/13,3,Using Google Earth to improve management of threatened limestone karst ecosystems in Peninsular Malaysia
ecology,048363,2016/04/13,3,Life on the edge: diet preferences reflect adaptation to drought in Neotoma fuscipes
ecology,047902,2016/04/09,2,"Multi-scale responses of scattering layers to environmental variability in Monterey Bay, California"
ecology,047696,2016/04/07,3,Can the metacommunity data matrix predict changes in species incidence and abundance?
ecology,046540,2016/04/06,8,Inferring local movement of pathogen vectors among hosts
ecology,047175,2016/04/05,6,Potential for Zika virus to establish a sylvatic transmission cycle in the Americas
ecology,046557,2016/03/31,2,LOOKING FOR ENERGY IN POPULATION DATA : HOW TO DETECT SELF-ORGANIZATION IN HUMAN COMMUNITY DISTRIBUTION
ecology,539668,2019/02/07,1,A physiological approach to the ecology and evolution of flowers
ecology,542969,2019/02/07,5,Marked compositional changes in harvestmen assemblages in Amazonian forest islands induced by a mega dam
ecology,536508,2019/02/07,3,Is understanding the structure-function of microbial community of sludge suitable using DNA-based molecular methods?
ecology,262303,2019/02/07,6,Evidence for rapid evolution in a grassland biodiversity experiment
ecology,433037,2019/02/06,3,Using a large-scale biodiversity monitoring dataset to test the effectiveness of protected areas at conserving North-American breeding birds
ecology,542944,2019/02/06,5,"Responses of soil physical, chemical and biochemical properties to short-term impact of tillage in an alfisol under maize (Zea mays L.) cultivation"
ecology,543009,2019/02/06,4,"Epidemiology, ecology and human perceptions of snakebites in a savanna community of northern Ghana"
ecology,542910,2019/02/06,6,"Long-Term historical and Projected Herbivore Population Dynamics in Ngorongoro Crater, Tanzania"
ecology,542563,2019/02/06,5,The exotic species Senecio inaequidens pays the price for arriving late in temperate European grasslands
ecology,542985,2019/02/06,3,Model systems for large scale ecological research: parva sub ingenti
ecology,397174,2018/08/21,1,Expected differences in diversity and rarity between communities containing sexually versus asexually reproducing taxa
ecology,385120,2018/08/21,11,"Blood, sweat and tears: a review of non-invasive DNA sampling"
ecology,396499,2018/08/20,4,Mortality causes universal changes in microbial community composition
ecology,394460,2018/08/17,4,Quorums enable optimal pooling of independent judgements
ecology,322248,2018/08/16,1,Modelling palaeoecological time series using generalized additive models
ecology,393009,2018/08/16,6,Global climate changes will lead to regionally divergent trajectories for ectomycorrhizal communities in North American Pinaceae forests
ecology,392993,2018/08/16,6,Keystone mutualists can facilitate transition between alternative ecosystem states in the soil
ecology,392712,2018/08/16,5,Global cooling &amp; the rise of modern grasslands: Revealing cause &amp; effect of environmental change on insect diversification dynamics
ecology,391748,2018/08/15,8,Biological control protects tropical forests
ecology,392027,2018/08/15,5,Extracellular electron transfer may be an overlooked contribution to pelagic respiration in humic-rich freshwater lakes
ecology,147652,2017/06/08,2,"Competition in the savanna: Models of species assemblages in Kruger National Park, South Africa"
ecology,147249,2017/06/08,2,The uptake of attractant and flavour enhanced baits by foxes (Vulpes vulpes) in rural England
ecology,146662,2017/06/07,4,Five years of land surface phenology in a large-scale flooding and draining manipulation in a coastal Arctic ecosystem
ecology,147181,2017/06/07,6,Species-specific adaptations determine how aridity and biotic interactions drive the assembly of dryland plant communities
ecology,079194,2017/06/07,4,Evidence of cryptic incidence in childhood diseases
ecology,097006,2017/06/06,2,Dealing with many correlated covariates in capture-recapture models
ecology,146605,2017/06/06,6,Pre-dispersal conditions and presence of opposite sex modulate density dependence and sex bias of dispersal
ecology,121368,2017/06/06,20,Does circadian regulation lead to optimal gas exchange regulation?
ecology,145318,2017/06/02,5,Simulated Climate Change Affects How Biocrusts Modulate Infiltration And Desiccation Dynamics
ecology,142190,2017/06/01,6,Ephemeral-Habitat Colonization And Neotropical Species Richness Of Caenorhabditis Nematodes
ecology,449959,2018/10/22,5,Taking a deeper look: Quantifying the differences in fish assemblages between shallow and mesophotic temperate rocky reefs
ecology,447987,2018/10/20,4,Reciprocal carbon subsidies between autotrophs and bacteria in stream food webs under stoichiometric constraints
ecology,437293,2018/10/19,2,From the cage to the wild: Introductions of Psittaciformes to Puerto Rico
